date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2020-01-01 00:00:00,21.4,20,23,,,,5.6,,1023.8,
2020-01-02 00:00:00,21.8,20,24,,,81,6.9,,1022.1,
2020-01-03 00:00:00,22.6,20,26,,,129,12.7,,1020.1,
2020-01-04 00:00:00,20.9,20,25,,,95,9.3,,1018.5,
2020-01-05 00:00:00,21.6,19,24,,,130,9.4,,1017.4,
2020-01-06 00:00:00,22.7,20,27,,,122,14.8,,1016,
2020-01-07 00:00:00,22.1,20,25,,,94,7.6,,1016.3,
2020-01-08 00:00:00,23.3,21,28,,,120,12.4,,1016.3,
2020-01-09 00:00:00,23.6,21,28,,,120,10.9,,1014.7,
2020-01-10 00:00:00,23.9,21,28,,,139,15.1,,1013.1,
2020-01-11 00:00:00,19.6,17,26,,,88,15.7,,1014.1,
2020-01-12 00:00:00,16.7,14,18,,,41,10.9,,1017.7,
2020-01-13 00:00:00,16.7,15,18,,,35,4.6,,1015.6,
2020-01-14 00:00:00,20,17,22,,,,4.8,,1014.5,
2020-01-15 00:00:00,23.1,20,26,,,130,17.5,,1013,
2020-01-16 00:00:00,21.5,18,26,,,104,15.8,,1014.8,
2020-01-17 00:00:00,15.2,14,18,,,44,17,,1019,
2020-01-18 00:00:00,14.8,14,15,,,46,10.8,,1017.9,
2020-01-19 00:00:00,14.4,14,16,,,30,12.8,,1020.3,
2020-01-20 00:00:00,14.7,13,15,,,35,7.5,,1020.3,
2020-01-21 00:00:00,18.8,15,21,,,,6.1,,1018.9,
2020-01-22 00:00:00,21.5,18,24,,,232,8.3,,1016,
2020-01-23 00:00:00,23.4,21,27,,,122,15.4,,1013.9,
2020-01-24 00:00:00,21.3,21,23,,,101,13,,1013.7,
2020-01-25 00:00:00,15.6,13,20,,,43,18.9,,1014.3,
2020-01-26 00:00:00,15.9,13,19,,,24,12.2,,1018,
2020-01-27 00:00:00,14.7,13,16,,,44,11.3,,1016.9,
2020-01-28 00:00:00,14.7,14,16,,,29,11.2,,1018.8,
2020-01-29 00:00:00,14.2,14,16,,,356,9.2,,1022.2,
2020-01-30 00:00:00,15.8,10,20,,,22,6.2,,1021.8,
2020-01-31 00:00:00,17.3,12,20,,,104,8.2,,1020.1,
2020-02-01 00:00:00,15.9,15,17,,,21,5.1,,1018.8,
2020-02-02 00:00:00,18.1,16,20,,,,4.1,,1018.4,
2020-02-03 00:00:00,16.4,15,20,,,352,11.8,,1017.3,
2020-02-04 00:00:00,14,13,15,,,25,12.8,,1019.2,
2020-02-05 00:00:00,14.5,14,15,,,34,8,,1018.1,
2020-02-06 00:00:00,17.6,15,20,,,308,5.9,,1016,
2020-02-07 00:00:00,18.8,17,20,,,310,7.3,,1018.5,
2020-02-08 00:00:00,16.7,17,19,,,51,14.4,,1021.8,
2020-02-09 00:00:00,14.9,14,16,,,36,12.5,,1025.4,
2020-02-10 00:00:00,16.9,14,18,,,82,8.3,,1021.6,
2020-02-11 00:00:00,19.3,16,22,,,,6.9,,1018,
2020-02-12 00:00:00,20.8,18,23,,,315,7,,1015.1,
2020-02-13 00:00:00,21.6,20,22,,,134,7.3,,1011,
2020-02-14 00:00:00,23.6,22,27,,,104,12.7,,1007.5,
2020-02-15 00:00:00,24,23,28,,,95,11.2,,1009.4,
2020-02-16 00:00:00,17.7,17,23,,,30,20,,1020.8,
2020-02-17 00:00:00,17.6,16,20,,,46,11.1,,1026,
2020-02-18 00:00:00,17.7,15,21,,,70,9.2,,1024.7,
2020-02-19 00:00:00,18.8,15,21,,,50,6.7,,1022.3,
2020-02-20 00:00:00,18.1,18,19,,,314,7.2,,1022.1,
2020-02-21 00:00:00,19.2,17,22,,,290,9.4,,1024.9,
2020-02-22 00:00:00,19.4,17,24,,,292,6.9,,1025.5,
2020-02-23 00:00:00,20.9,16,25,,,80,6.8,,1022.5,
2020-02-24 00:00:00,21.8,17,26,,,119,10.8,,1018.2,
2020-02-25 00:00:00,21.8,18,26,,,120,10.2,,1016.4,
2020-02-26 00:00:00,22.7,18,27,,,100,10.5,,1016.9,
2020-02-27 00:00:00,24.1,20,28,,,122,9.9,,1016.8,
2020-02-28 00:00:00,23.9,21,27,,,129,12.6,,1015.1,
2020-02-29 00:00:00,23.8,21,27,,,129,13.2,,1012.8,
2020-03-01 00:00:00,24.1,22,26,,,112,12.9,,1012.5,
2020-03-02 00:00:00,23.2,22,25,,,124,13.9,,1013.1,
2020-03-03 00:00:00,22.8,20,25,,,112,14,,1013.4,
2020-03-04 00:00:00,17.3,17,23,,,51,12.6,,1016.6,
2020-03-05 00:00:00,16.7,15,18,,,47,11.7,,1018.5,
2020-03-06 00:00:00,20.3,16,23,,,67,8.5,,1014.4,
2020-03-07 00:00:00,21.9,19,24,,,113,7.5,,1010.9,
2020-03-08 00:00:00,25,21,29,,,101,9.4,,1005.3,
2020-03-09 00:00:00,26.9,23,33,,,42,7.8,,1004.1,
2020-03-10 00:00:00,23.5,23,26,,,50,12.8,,1012.4,
2020-03-11 00:00:00,21.9,21,24,,,105,9.9,,1014.1,
2020-03-12 00:00:00,23.1,20,25,,,106,8.2,,1011.8,
2020-03-13 00:00:00,24.4,23,28,,,68,7.5,,1012.5,
2020-03-14 00:00:00,21.6,21,25,,,51,8.9,,1016.6,
2020-03-15 00:00:00,19.7,19,21,,,60,6.2,,1017.3,
2020-03-16 00:00:00,20.6,19,21,,,54,5.8,,1015.3,
2020-03-17 00:00:00,21,20,23,,,8,7.8,,1014.9,
2020-03-18 00:00:00,18.4,18,20,,,43,13.5,,1013.4,
2020-03-19 00:00:00,19.7,18,21,,,358,7.9,,1014,
2020-03-20 00:00:00,22.3,19,25,,,67,7.2,,1013.1,
2020-03-21 00:00:00,24.7,21,27,,,128,10,,1011.7,
2020-03-22 00:00:00,25.1,24,28,,,128,9.6,,1011.7,
2020-03-23 00:00:00,24.3,23,28,,,108,10.5,,1012.1,
2020-03-24 00:00:00,25.7,22,29,,,122,14.2,,1011.5,
2020-03-25 00:00:00,25.6,24,28,,,144,13.1,,1009.5,
2020-03-26 00:00:00,26.4,24,29,,,140,17.5,,1008.8,
2020-03-27 00:00:00,26.8,25,29,,,125,14.4,,1008.6,
2020-03-28 00:00:00,25.1,24,28,,,117,14.2,,1009.7,
2020-03-29 00:00:00,25.3,22,28,,,124,15.4,,1008,
2020-03-30 00:00:00,18.6,17,25,,,66,17.8,,1009,
2020-03-31 00:00:00,18.2,17,19,,,42,12.1,,1012.2,
2020-04-01 00:00:00,19.4,17,21,,,40,9.8,,1012.8,
2020-04-02 00:00:00,20.3,18,21,,,33,5.4,,1012.9,
2020-04-03 00:00:00,20.6,20,22,,,33,9.6,,1013,
2020-04-04 00:00:00,18.8,18,21,,,36,15.9,,1016.1,
2020-04-05 00:00:00,17.7,16,20,,,15,13.2,,1018.3,
2020-04-06 00:00:00,17.9,16,20,,,12,6.6,,1016.7,
2020-04-07 00:00:00,19.9,16,23,,,12,6.9,,1015.5,
2020-04-08 00:00:00,20.6,18,23,,,301,5.6,,1015.9,
2020-04-09 00:00:00,22.8,20,26,,,238,6.8,,1016.4,
2020-04-10 00:00:00,24.2,21,27,,,82,9,,1014.6,
2020-04-11 00:00:00,25.3,22,29,,,98,7.2,,1013.1,
2020-04-12 00:00:00,18.8,18,24,,,13,12.3,,1018.3,
2020-04-13 00:00:00,15.6,15,18,,,317,8.1,,1020.9,
2020-04-14 00:00:00,20,14,25,,,232,7.8,,1017,
2020-04-15 00:00:00,22.6,17,26,,,98,11.5,,1014.1,
2020-04-16 00:00:00,23.3,21,24,,,104,10,,1011.2,
2020-04-17 00:00:00,24.4,23,26,,,126,12.4,,1011.2,
2020-04-18 00:00:00,26.7,23,32,,,123,13.1,,1010,
2020-04-19 00:00:00,25.9,25,28,,,102,12.4,,1009.3,
2020-04-20 00:00:00,27.3,24,30,,,120,14.2,,1009.8,
2020-04-21 00:00:00,26.8,25,29,,,107,13.5,,1008.9,
2020-04-22 00:00:00,23.3,21,27,,,85,11.8,,1011.1,
2020-04-23 00:00:00,19.7,18,22,,,50,17.7,,1015.7,
2020-04-24 00:00:00,17.4,16,19,,,352,11.2,,1020.3,
2020-04-25 00:00:00,19.1,17,21,,,317,6.7,,1019.6,
2020-04-26 00:00:00,19.6,18,23,,,293,9.5,,1019.7,
2020-04-27 00:00:00,23.8,16,29,,,286,8.3,,1018.2,
2020-04-28 00:00:00,25.5,19,31,,,85,6.9,,1016.2,
2020-04-29 00:00:00,25.7,21,30,,,100,8.8,,1014.9,
2020-04-30 00:00:00,25.6,22,29,,,113,10.5,,1013.6,
2020-05-01 00:00:00,24.2,23,27,,,90,8.6,,1010.5,
2020-05-02 00:00:00,27.8,23,32,,,131,9,,1005.7,
2020-05-03 00:00:00,28,25,31,,,126,11.6,,1005.7,
2020-05-04 00:00:00,29.4,26,34,,,114,13.1,,1007.3,
2020-05-05 00:00:00,28.7,26,33,,,105,14.1,,1006.3,
2020-05-06 00:00:00,28.4,26,32,,,94,14,,1005,
2020-05-07 00:00:00,28.8,26,32,,,94,13,,1003.9,
2020-05-08 00:00:00,27.9,24,33,,,93,13.9,,1004.4,
2020-05-09 00:00:00,28.9,24,34,,,83,10.6,,1006.3,
2020-05-10 00:00:00,30.6,27,35,,,91,11.1,,1006.6,
2020-05-11 00:00:00,29.2,27,32,,,107,15.3,,1008,
2020-05-12 00:00:00,27.2,25,30,,,70,10.3,,1010.4,
2020-05-13 00:00:00,26.7,22,33,,,135,14.1,,1009.4,
2020-05-14 00:00:00,28.8,24,33,,,131,12.4,,1007.1,
2020-05-15 00:00:00,28.2,24,33,,,116,15.8,,1004,
2020-05-16 00:00:00,29.4,23,34,,,102,14,,1004.1,
2020-05-17 00:00:00,27.9,27,31,,,102,15.2,,1003.8,
2020-05-18 00:00:00,29.1,23,33,,,55,10.5,,1003.2,
2020-05-19 00:00:00,29.2,26,33,,,88,10.1,,1003.2,
2020-05-20 00:00:00,32.3,28,37,,,142,10,,1001.2,
2020-05-21 00:00:00,34.4,28,39,,,116,8,,999.7,
2020-05-22 00:00:00,30.4,27,33,,,73,12.9,,1002.7,
2020-05-23 00:00:00,27.7,26,31,,,61,7,,1005.9,
2020-05-24 00:00:00,29.6,25,33,,,79,11.8,,1006.1,
2020-05-25 00:00:00,31,27,36,,,83,10.3,,1005.2,
2020-05-26 00:00:00,26.9,24,31,,,43,14.5,,1007.7,
2020-05-27 00:00:00,26.4,23,30,,,312,10.3,,1010.2,
2020-05-28 00:00:00,28.3,25,31,,,304,6.4,,1009.3,
2020-05-29 00:00:00,29.6,26,34,,,136,12.1,,1006.8,
2020-05-30 00:00:00,30.7,27,36,,,93,9.8,,1006.9,
2020-05-31 00:00:00,31.3,27,35,,,100,9.2,,1006.8,
2020-06-01 00:00:00,29.6,26,36,,,93,9.2,,1005.5,
2020-06-02 00:00:00,30.8,25,37,,,106,8.7,,1004,
2020-06-03 00:00:00,31.1,27,36,,,76,12.6,,1003.4,
2020-06-04 00:00:00,31.7,28,37,,,105,14,,1003,
2020-06-05 00:00:00,31.1,28,36,,,84,11,,1002.8,
2020-06-06 00:00:00,31.2,28,35,,,79,9.2,,1002.3,
2020-06-07 00:00:00,33.3,28,38,,,131,9.4,,1000.1,
2020-06-08 00:00:00,33.6,28,39,,,197,11.8,,1000.3,
2020-06-09 00:00:00,32.1,28,38,,,86,9.7,,1003.2,
2020-06-10 00:00:00,29.6,24,37,,,136,11,,1005.3,
2020-06-11 00:00:00,28.6,25,35,,,74,10.6,,1004.2,
2020-06-12 00:00:00,30.2,25,36,,,116,11.2,,1001.5,
2020-06-13 00:00:00,31.2,27,35,,,101,14.5,,1001.3,
2020-06-14 00:00:00,27.4,26,33,,,64,11.2,,1003.9,
2020-06-15 00:00:00,27.7,24,30,,,74,10.3,,1006.1,
2020-06-16 00:00:00,30.3,27,35,,,118,14.2,,1004.2,
2020-06-17 00:00:00,30.9,27,34,,,123,14.2,,1002.4,
2020-06-18 00:00:00,30.7,28,34,,,103,14.7,,1003.5,
2020-06-19 00:00:00,30.8,28,34,,,116,14.2,,1005.3,
2020-06-20 00:00:00,31.6,29,36,,,138,15.1,,1004.5,
2020-06-21 00:00:00,32.2,29,37,,,141,14.4,,1001.7,
2020-06-22 00:00:00,32.9,29,39,,,130,12.7,,1001.2,
2020-06-23 00:00:00,32.7,28,38,,,118,11.9,,1002.7,
2020-06-24 00:00:00,33.2,28,38,,,142,10.2,,1001.6,
2020-06-25 00:00:00,29.8,29,31,,,68,10.4,,1001.3,
2020-06-26 00:00:00,32.6,28,38,,,138,15.5,,1001.7,
2020-06-27 00:00:00,32.7,29,38,,,137,17.7,,1002.9,
2020-06-28 00:00:00,32.4,29,37,,,138,15.9,,1003.1,
2020-06-29 00:00:00,31.6,28,36,,,118,15.6,,1002.7,
2020-06-30 00:00:00,31.9,29,36,,,115,12.7,,1001.5,
2020-07-01 00:00:00,28.7,27,32,,,89,10,,1001.1,
2020-07-02 00:00:00,30.1,26,34,,,86,10.5,,1001.3,
2020-07-03 00:00:00,29.6,28,33,,,103,11.9,,1004.1,
2020-07-04 00:00:00,28.9,26,31,,,82,10.3,,1005.5,
2020-07-05 00:00:00,30.9,28,34,,,116,12.6,,1003.6,
2020-07-06 00:00:00,31.1,26,35,,,129,14.5,,1003,
2020-07-07 00:00:00,32,29,36,,,134,14.8,,1005.2,
2020-07-08 00:00:00,32.7,29,37,,,152,12.2,,1003.6,
2020-07-09 00:00:00,33.6,29,38,,,178,12.8,,1000.2,
2020-07-10 00:00:00,33.3,29,37,,,202,11.7,,1000,
2020-07-11 00:00:00,30.8,29,34,,,213,8.7,,1001.7,
2020-07-12 00:00:00,30.4,29,33,,,171,9.8,,1003,
2020-07-13 00:00:00,31.4,27,37,,,123,12.7,,1004.7,
2020-07-14 00:00:00,31.5,25,36,,,314,8.9,,1006.1,
2020-07-15 00:00:00,32.3,28,37,,,136,14.2,,1004,
2020-07-16 00:00:00,31.9,28,36,,,127,16.8,,1003.4,
2020-07-17 00:00:00,32.8,29,38,,,135,14.4,,1003.8,
2020-07-18 00:00:00,33.2,29,38,,,161,14.9,,1003.7,
2020-07-19 00:00:00,32.5,29,37,,,164,13.4,,1003.1,
2020-07-20 00:00:00,27.9,26,34,,,85,12.2,,1005.4,
2020-07-21 00:00:00,30.2,26,34,,,118,14.6,,1007.3,
2020-07-22 00:00:00,30.7,27,35,,,135,15.3,,1007,
2020-07-23 00:00:00,30.7,27,35,,,119,12.4,,1007,
2020-07-24 00:00:00,31.3,27,36,,,121,12.5,,1007.1,
2020-07-25 00:00:00,31.4,27,36,,,118,13.9,,1006,
2020-07-26 00:00:00,29.4,26,36,,,122,13.3,,1004.7,
2020-07-27 00:00:00,28.3,25.7,31,,,50,7.5,,1004.2,
2020-07-28 00:00:00,29.3,25.3,35,,,74,7.8,,1005.3,
2020-07-29 00:00:00,29.8,27,34,,,84,8.1,,1005.5,
2020-07-30 00:00:00,32.1,27,36,,,88,9.7,,1004.8,
2020-07-31 00:00:00,29.9,28,35,,,66,7.2,,1003.1,
2020-08-01 00:00:00,29.1,27,33,,,1,12.2,,999.3,
2020-08-02 00:00:00,26.3,25,29,,,33,18.7,,997.8,
2020-08-03 00:00:00,27.4,25,29,,,60,13.2,,999.8,
2020-08-04 00:00:00,27.4,26,30,,,98,10.2,,1001.1,
2020-08-05 00:00:00,27,26,29,,,112,9.6,,1003.2,
2020-08-06 00:00:00,27.1,25,29,,,95,11.7,,1005.6,
2020-08-07 00:00:00,27.2,26,29,,,90,10.1,,1005.8,
2020-08-08 00:00:00,29.9,26,34,,,112,11,,1004.3,
2020-08-09 00:00:00,30.6,27,35,,,106,11.2,,1002.4,
2020-08-10 00:00:00,30.7,28,37,,,117,10.2,,1001,
2020-08-11 00:00:00,29.9,26,35,,,102,12.6,,1001.7,
2020-08-12 00:00:00,30.3,26,34,,,102,13.7,,1004,
2020-08-13 00:00:00,27.1,25,31,,,109,12.1,,1005.7,
2020-08-14 00:00:00,26.9,25,29,,,115,12.5,,1006,
2020-08-15 00:00:00,26.8,25,31,,,91,12.5,,1005.3,
2020-08-16 00:00:00,27.3,25,30,,,78,8.5,,1004.2,
2020-08-17 00:00:00,26.1,25,30,,,89,12.4,,1004.5,
2020-08-18 00:00:00,26.6,25,29,,,82,11.7,,1005.2,
2020-08-19 00:00:00,27.8,26,31,,,48,7.6,,1005,
2020-08-20 00:00:00,28.6,26,32,,,101,7.9,,1006.3,
2020-08-21 00:00:00,28.3,25,32,,,77,7.4,,1007.9,
2020-08-22 00:00:00,28.4,26,32,,,328,7.1,,1007.6,
2020-08-23 00:00:00,30.1,26,34,,,101,9.2,,1005.9,
2020-08-24 00:00:00,30.2,26,35,,,119,8.9,,1003.8,
2020-08-25 00:00:00,29.9,26,35,,,330,8.3,,1002.8,
2020-08-26 00:00:00,31.6,27,36,,,343,7.4,,1001.2,
2020-08-27 00:00:00,31.7,28,36,,,97,8.9,,1000.3,
2020-08-28 00:00:00,30.9,28,35,,,95,10.6,,1001.6,
2020-08-29 00:00:00,31.1,28,35,,,94,10.2,,1003.5,
2020-08-30 00:00:00,31.3,28,35,,,88,7.8,,1004.6,
2020-08-31 00:00:00,29.4,28,35,,,4,9.9,,1006.6,
2020-09-01 00:00:00,31.1,25,36,,,299,8.4,,1006.5,
2020-09-02 00:00:00,31.6,28,36,,,34,7.2,,1006.6,
2020-09-03 00:00:00,31,28,35,,,59,7.5,,1007.5,
2020-09-04 00:00:00,30.9,28,35,,,92,9.1,,1007.1,
2020-09-05 00:00:00,31.8,28,36,,,124,11.6,,1005,
2020-09-06 00:00:00,30.8,28,35,,,109,12.4,,1003.2,
2020-09-07 00:00:00,26.3,25,28,,,5,5.9,,1005.3,
2020-09-08 00:00:00,28.2,25,31,,,41,7.1,,1008.3,
2020-09-09 00:00:00,28.4,26,31,,,106,12.3,,1007.7,
2020-09-10 00:00:00,28.9,26,34,,,112,11,,1004.6,
2020-09-11 00:00:00,29.1,26,34,,,79,9.6,,1005.4,
2020-09-12 00:00:00,28.5,26,33,,,68,10.3,,1008.7,
2020-09-13 00:00:00,28.6,25,33,,,95,8.7,,1009.8,
2020-09-14 00:00:00,28.4,26,33,,,93,8.2,,1008.4,
2020-09-15 00:00:00,29.9,26,34,,,115,11.6,,1006.9,
2020-09-16 00:00:00,29.6,27,35,,,112,13,,1005.5,
2020-09-17 00:00:00,30.4,27,35,,,60,9.3,,1004.8,
2020-09-18 00:00:00,26.4,25,29,,,17,18.3,,1006.5,
2020-09-19 00:00:00,24.6,24,26,,,7,12.9,,1008.2,
2020-09-20 00:00:00,25.7,24,27,,,56,6.2,,1009.3,
2020-09-21 00:00:00,28.8,25,32,,,118,11.4,,1008.4,
2020-09-22 00:00:00,27.3,25,32,,,117,8.7,,1007.8,
2020-09-23 00:00:00,26.6,25,30,,,60,9.8,,1008.7,
2020-09-24 00:00:00,26.3,23,28,,,337,10,,1010.8,
2020-09-25 00:00:00,28.9,25,33,,,108,11.3,,1007.7,
2020-09-26 00:00:00,28.5,25,32,,,100,11.7,,1006.3,
2020-09-27 00:00:00,25.4,24,28,,,31,12,,1008.5,
2020-09-28 00:00:00,27.2,24,30,,,44,6.8,,1008.5,
2020-09-29 00:00:00,29.3,26,33,,,51,8,,1006.9,
2020-09-30 00:00:00,29.8,26,34,,,90,9.8,,1005.5,
2020-10-01 00:00:00,27.9,25,31,,,94,10.6,,1007.1,
2020-10-02 00:00:00,28.6,26,32,,,77,8.5,,1008,
2020-10-03 00:00:00,26.6,26,32,,,66,7.4,,1008.9,
2020-10-04 00:00:00,28.8,25,33,,,106,9,,1008.9,
2020-10-05 00:00:00,27.6,26,34,,,77,8.2,,1009.7,
2020-10-06 00:00:00,25.5,24,29,,,33,15.9,,1012.9,
2020-10-07 00:00:00,24.8,23,28,,,34,15.3,,1014.7,
2020-10-08 00:00:00,24.2,22,27,,,32,17.6,,1015.5,
2020-10-09 00:00:00,23.3,21,27,,,21,15.9,,1016.1,
2020-10-10 00:00:00,23.4,20,27,,,20,13.6,,1014.4,
2020-10-11 00:00:00,23.9,20,27,,,10,13.4,,1011.9,
2020-10-12 00:00:00,26.4,21,29,,,339,9.8,,1010.1,
2020-10-13 00:00:00,27.5,24,31,,,2,11.3,,1008.8,
2020-10-14 00:00:00,23.1,22,27,,,350,16.7,,1007.3,
2020-10-15 00:00:00,23.4,22.1,25,,,3,11.5,,1010.5,
2020-10-16 00:00:00,24.9,23,27,,,9,17,,1013,
2020-10-17 00:00:00,23.2,21,25,,,358,14.5,,1015.6,
2020-10-18 00:00:00,22.3,21,24,,,1,12.8,,1015.7,
2020-10-19 00:00:00,21.9,21,23,,,349,12.8,,1016.4,
2020-10-20 00:00:00,22.9,22,24,,,358,13,,1017.1,
2020-10-21 00:00:00,23.3,21,28,,,352,11.9,,1016.4,
2020-10-22 00:00:00,23.4,18,29,,,355,9.1,,1013.8,
2020-10-23 00:00:00,22.8,17,29,,,353,7.3,,1013.7,
2020-10-24 00:00:00,22.8,16,29,,,6,5.3,,1014.2,
2020-10-25 00:00:00,22.5,19,25,,,333,8.1,,1014,
2020-10-26 00:00:00,22.6,21,24,,,356,7.4,,1014.1,
2020-10-27 00:00:00,25.6,22,29,,,305,6.7,,1012.5,
2020-10-28 00:00:00,26.2,22,30,,,357,11.6,,1012.3,
2020-10-29 00:00:00,22.1,22,24,,,20,17.5,,1014.9,
2020-10-30 00:00:00,20.9,20,22,,,340,7.9,,1018.1,
2020-10-31 00:00:00,22.6,21,24,,,343,7.2,,1017.8,
2020-11-01 00:00:00,24.8,21,28,,,70,5.3,,1015.7,
2020-11-02 00:00:00,23.2,22,28,,,38,9.3,,1016.5,
2020-11-03 00:00:00,22.1,21,24,,,8,11.2,,1018.8,
2020-11-04 00:00:00,21.6,21,25,,,16,8.7,,1017.7,
2020-11-05 00:00:00,23.4,19,27,,,54,5.3,,1016.8,
2020-11-06 00:00:00,24.2,22,26,,,337,5.1,,1018,
2020-11-07 00:00:00,24.9,22,28,,,10,10.5,,1018.9,
2020-11-08 00:00:00,24.6,22,29,,,15,11.3,,1019.3,
2020-11-09 00:00:00,23.1,21,28,,,11,10.1,,1018.8,
2020-11-10 00:00:00,22.1,17,27,,,354,8.7,,1019.3,
2020-11-11 00:00:00,23,18,27,,,315,6.9,,1020.5,
2020-11-12 00:00:00,23.1,19,28,,,340,7.2,,1019.7,
2020-11-13 00:00:00,22.4,18,29,,,345,7.9,,1017.7,
2020-11-14 00:00:00,23.1,16,28,,,4,9.1,,1017.4,
2020-11-15 00:00:00,19.1,18,20,,,307,11.6,,1018.4,
2020-11-16 00:00:00,20.8,19,21,,,290,6.6,,1016.8,
2020-11-17 00:00:00,23.9,21,28,,,106,9,,1012.9,
2020-11-18 00:00:00,25.1,23,28,,,125,11.1,,1011.3,
2020-11-19 00:00:00,25,23,28,,,117,8.9,,1010.6,
2020-11-20 00:00:00,25.8,23,29,,,130,10.7,,1011.2,
2020-11-21 00:00:00,25.7,24,30,,,125,12.4,,1011.9,
2020-11-22 00:00:00,25.7,23,29,,,102,10.5,,1015.2,
2020-11-23 00:00:00,25.9,23,29,,,115,9.6,,1017,
2020-11-24 00:00:00,24.3,23,27,,,117,10.3,,1017.5,
2020-11-25 00:00:00,24.6,22,27,,,122,8.4,,1016.9,
2020-11-26 00:00:00,25.3,22,28,,,97,8.3,,1018.1,
2020-11-27 00:00:00,22.2,19,27,,,61,11.3,,1020.1,
2020-11-28 00:00:00,19.6,18,23,,,42,14.7,,1022.4,
2020-11-29 00:00:00,19.1,17,22,,,20,11.8,,1022.7,
2020-11-30 00:00:00,20.1,16,23,,,41,10.6,,1022.8,
2020-12-01 00:00:00,18.7,18,21,,,46,10.9,,1022.2,
2020-12-02 00:00:00,18.7,16,21,,,34,9.3,,1021.1,
2020-12-03 00:00:00,18.8,18,22,,,37,14.3,,1021.6,
2020-12-04 00:00:00,16.7,15,20,,,28,12.8,,1022.4,
2020-12-05 00:00:00,15.2,13,20,,,27,11.5,,1022.6,
2020-12-06 00:00:00,17.3,11,22,,,80,6.3,,1020.5,
2020-12-07 00:00:00,18.8,15,23,,,359,10.8,,1021.8,
2020-12-08 00:00:00,17.8,16,22,,,351,8.7,,1021.1,
2020-12-09 00:00:00,19.4,13,23,,,66,7.4,,1017.3,
2020-12-10 00:00:00,19.9,18,24,,,68,6.3,,1016.8,
2020-12-11 00:00:00,21.3,16,24,,,89,9.2,,1015,
2020-12-12 00:00:00,22,20,26,,,118,10.4,,1013.3,
2020-12-13 00:00:00,23.9,19,28,,,115,9.7,,1010.8,
2020-12-14 00:00:00,19.8,17,28,,,68,13.5,,1014.9,
2020-12-15 00:00:00,13.3,13,17,,,51,17,,1021.6,
2020-12-16 00:00:00,13.1,11,15,,,38,15.2,,1024.1,
2020-12-17 00:00:00,12.7,11,15,,,22,13.9,,1022.7,
2020-12-18 00:00:00,13.4,11,16,,,9,13.9,,1024,
2020-12-19 00:00:00,14.8,13,17,,,0,14.5,,1026,
2020-12-20 00:00:00,15.4,14,17,,,4,13.4,,1026.4,
2020-12-21 00:00:00,16.1,14,19,,,353,12.9,,1024.3,
2020-12-22 00:00:00,18.6,14,21,,,289,6.6,,1020,
2020-12-23 00:00:00,18.4,17,20,,,71,8.4,,1017.3,
2020-12-24 00:00:00,19.2,17,22,,,13,8.1,,1017.5,
2020-12-25 00:00:00,19.2,17,22,,,93,8,,1017.5,
2020-12-26 00:00:00,19.7,16,22,,,70,6.8,,1015.8,
2020-12-27 00:00:00,19.9,18,21,,,54,6.8,,1014.5,
2020-12-28 00:00:00,21.8,20,24,,,113,12.8,,1012.1,
2020-12-29 00:00:00,22.3,20,27,,,105,11.6,,1013.5,
2020-12-30 00:00:00,16.5,15,21,,,41,18.3,,1023.3,
2020-12-31 00:00:00,13.8,11,18,,,64,10.4,,1026,
2021-01-01 00:00:00,13.1,9,18,,,25,7.2,,1025.2,
2021-01-02 00:00:00,14.1,8,20,,,95,6,,1022,
2021-01-03 00:00:00,16.1,10,21,,,49,10.2,,1021.8,
2021-01-04 00:00:00,16.8,14,20,,,31,5.2,,1021,
2021-01-05 00:00:00,17.5,14,20,,,13,6,,1020.3,
2021-01-06 00:00:00,16.2,16,17,,,20,8.8,,1019,
2021-01-07 00:00:00,13.3,12,16,,,35,15.7,,1020,
2021-01-08 00:00:00,10.6,10,12,,,33,17.4,,1025.6,
2021-01-09 00:00:00,10.6,9,12,,,42,11.7,,1025,
2021-01-10 00:00:00,11.4,10,13,,,4,8.1,,1024.4,
2021-01-11 00:00:00,12.9,11,16,,,353,11.3,,1028.8,
2021-01-12 00:00:00,14.7,11,19,,,327,8.8,,1025.9,
2021-01-13 00:00:00,15.5,10,21,,,112,9.2,,1018.5,
2021-01-14 00:00:00,16.6,10,21,,,119,7.1,,1016.9,
2021-01-15 00:00:00,17.1,13,19,,,97,6.2,,1015.3,
2021-01-16 00:00:00,18.1,16,20,,,15,5.1,,1016,
2021-01-17 00:00:00,14.1,13,18,,,358,12.5,,1025,
2021-01-18 00:00:00,14.8,10,19,,,32,8.6,,1024.2,
2021-01-19 00:00:00,15.7,10,21,,,106,9.5,,1018.5,
2021-01-20 00:00:00,17.3,12,21,,,69,7.5,,1016.8,
2021-01-21 00:00:00,17.1,16,18,,,295,5,,1015.8,
2021-01-22 00:00:00,18.6,16,23,,,287,6.5,,1015.2,
2021-01-23 00:00:00,19.4,14,23,,,57,7.1,,1014.4,
2021-01-24 00:00:00,20.4,15,24,,,108,14.1,,1013.1,
2021-01-25 00:00:00,20.4,19,22,,,116,7.8,,1014.8,
2021-01-26 00:00:00,20.9,19,25,,,137,11.1,,1016,
2021-01-27 00:00:00,20.9,18,23,,,112,13.7,,1015.7,
